split,sampleIndex,label,profileKey,careerName,representativeLevel,levelBand,pathKeys,sharedProfile,archetype,peerWeight,peerRelationship,hardTags
train,11,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,strong_fit,0.13903683304979658,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,12,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,strong_fit,0.036960786641768606,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,13,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,typical_fit,0.19693834142612537,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,14,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,strong_fit,0.02996440811580759,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,15,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,strong_fit,0.16283292807523458,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile
train,16,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,stretch_fit,0.25592663756838757,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,17,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,typical_fit,0.05516176538444992,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,18,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,strong_fit,0.10984540054049215,shared_foundation,mixed_signal | shared_foundation
train,19,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,typical_fit,0.05024098676000957,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,20,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,typical_fit,0.14425414703775574,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | upper_level_typical
train,21,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,strong_fit,0.13056754838587878,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,22,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,stretch_fit,0.04653808177014488,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | stretch_fit
train,23,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,typical_fit,0.21366200785404516,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,24,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,typical_fit,0.05819189450750155,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,25,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,strong_fit,0.17606202064610826,shared_foundation,mixed_signal | shared_foundation
train,26,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,strong_fit,0.15090181052707202,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,27,29,director_of_research,Director of Research,6,high,applied_research,False,stretch_fit,0.048984004410881465,same_path_adjacent,high_level_profile | same_path_adjacent | strategic_profile | stretch_fit
train,28,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,stretch_fit,0.17997663628242322,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,29,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,strong_fit,0.030415690637782388,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,30,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,typical_fit,0.19844532671541232,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,31,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,typical_fit,0.06377601459426219,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,32,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.18762195976023777,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,33,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,typical_fit,0.18530126530671093,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,34,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,typical_fit,0.16737587850535116,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,35,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,typical_fit,0.328610369257919,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,36,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,typical_fit,0.12564932446002255,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,37,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.3606276925989386,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,38,18,data_scientist,Data Scientist,4,mid,data_science,False,stretch_fit,0.18577080999802711,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,39,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,strong_fit,0.03572155162053026,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,40,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,strong_fit,0.021344452617126766,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,41,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.2866443798205014,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,42,29,director_of_research,Director of Research,6,high,applied_research,False,strong_fit,0.024441533595403898,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,43,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.2078327561001124,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile | stretch_fit
train,44,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.17896219992426934,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,45,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,typical_fit,0.14353383128465014,same_path_adjacent,mixed_signal | same_path_adjacent
train,46,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,strong_fit,0.1646787196163002,shared_foundation,mixed_signal | shared_foundation
train,47,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,typical_fit,0.031453779962775034,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,48,29,director_of_research,Director of Research,6,high,applied_research,False,typical_fit,0.06277180801087265,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,49,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,strong_fit,0.10952382109608443,shared_foundation,mixed_signal | shared_foundation
train,50,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,stretch_fit,0.17906367213422753,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,51,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,strong_fit,0.02241287453049478,same_path_adjacent,high_level_profile | same_path_adjacent | strategic_profile
train,52,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,typical_fit,0.03233136493924036,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,53,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,stretch_fit,0.1521055436946041,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,54,12,data_engineer,Data Engineer,3,mid,data_engineering,False,stretch_fit,0.2565472707056966,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,55,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,strong_fit,0.14705409739957614,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,56,8,data_governance_manager,Data Governance Manager,5,mid,data_stewardship,False,strong_fit,0.10296992036445801,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile
train,57,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.18843546537318362,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,58,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,strong_fit,0.1495288832411294,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,59,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.1817613424751432,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,60,28,research_manager,Research Manager,5,mid,applied_research,False,strong_fit,0.12138541582125577,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile
train,61,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,strong_fit,0.025117039401226452,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,62,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,typical_fit,0.19810259163469607,shared_foundation,mixed_signal | shared_foundation
train,63,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,typical_fit,0.16088502114331243,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,64,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,strong_fit,0.04039669403953146,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,65,28,research_manager,Research Manager,5,mid,applied_research,False,typical_fit,0.16986023077100904,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,66,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,stretch_fit,0.17255811986321407,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,67,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,strong_fit,0.03559289847516174,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,68,3,senior_bi_analyst,Senior BI Analyst,4,mid,business_intelligence,False,stretch_fit,0.22326659210220812,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,69,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,strong_fit,0.19324499909815318,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,70,3,senior_bi_analyst,Senior BI Analyst,4,mid,business_intelligence,False,strong_fit,0.145702419711788,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,71,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,stretch_fit,0.045530803636954165,same_path_adjacent,high_level_profile | same_path_adjacent | strategic_profile | stretch_fit
train,72,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,strong_fit,0.044833810189448764,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,73,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,typical_fit,0.25488359688656864,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,74,29,director_of_research,Director of Research,6,high,applied_research,False,typical_fit,0.059746369197499066,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,75,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,typical_fit,0.05440749389014745,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,76,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,stretch_fit,0.05311216027929462,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,77,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,strong_fit,0.032037950951090514,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,78,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,stretch_fit,0.15218387611123863,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile | stretch_fit
train,79,18,data_scientist,Data Scientist,4,mid,data_science,False,stretch_fit,0.15298598077331682,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,80,14,data_architech,Data Architech,5,mid,data_engineering,False,strong_fit,0.12196039989201135,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,81,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,stretch_fit,0.0799138231779647,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,82,14,data_architech,Data Architech,5,mid,data_engineering,False,strong_fit,0.13118182665393147,same_path_adjacent,mixed_signal | same_path_adjacent
train,83,29,director_of_research,Director of Research,6,high,applied_research,False,strong_fit,0.024432138807231017,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,84,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,typical_fit,0.18952949845625391,shared_foundation,mixed_signal | shared_foundation
train,85,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,stretch_fit,0.07111387012683529,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,86,18,data_scientist,Data Scientist,4,mid,data_science,False,typical_fit,0.21934870967510509,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,87,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,stretch_fit,0.1828366025126006,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,88,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,typical_fit,0.21064209239568132,same_family_neighbor,mixed_signal | same_family_neighbor | upper_level_typical
train,89,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.2428863107297233,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,90,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,typical_fit,0.04559748903451849,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,91,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.3224628951704742,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,92,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,strong_fit,0.10943338334387942,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,93,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,typical_fit,0.21686569354263852,same_path_adjacent,mixed_signal | same_path_adjacent
train,94,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,strong_fit,0.14520939082848905,same_path_adjacent,mixed_signal | same_path_adjacent
train,95,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.18753907692862967,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,96,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,stretch_fit,0.2364635404673381,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,97,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,stretch_fit,0.05760502866572658,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,98,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.27135574673687135,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,99,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,stretch_fit,0.2224428952938739,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,100,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,strong_fit,0.15887836724064847,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,101,8,data_governance_manager,Data Governance Manager,5,mid,data_stewardship,False,typical_fit,0.20055402343895407,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,102,14,data_architech,Data Architech,5,mid,data_engineering,False,typical_fit,0.1990933758555799,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,103,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.026902386575334187,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,104,28,research_manager,Research Manager,5,mid,applied_research,False,strong_fit,0.16919493761330734,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,105,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,stretch_fit,0.05861659519206569,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,106,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.26395552987811544,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,107,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,strong_fit,0.14770878154669742,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,108,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,typical_fit,0.03844895467651462,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,109,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,typical_fit,0.06262862625249332,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,110,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,strong_fit,0.11968491905046214,shared_foundation,mixed_signal | shared_foundation
train,111,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.23654476248531187,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,112,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,stretch_fit,0.05106073920785175,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,113,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.12386962851845257,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,114,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,strong_fit,0.03698069343755418,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,115,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,strong_fit,0.02790050763101037,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,116,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,strong_fit,0.042047719621788694,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,117,28,research_manager,Research Manager,5,mid,applied_research,False,typical_fit,0.2188349822474278,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,118,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.24372918906263177,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,119,14,data_architech,Data Architech,5,mid,data_engineering,False,typical_fit,0.12131496642165382,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,120,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.031901424137875306,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,121,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.2102264939134454,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,122,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,typical_fit,0.13625107829798874,same_family_neighbor,mixed_signal | same_family_neighbor
train,123,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,typical_fit,0.04563853022186487,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,124,29,director_of_research,Director of Research,6,high,applied_research,False,typical_fit,0.03112259961020288,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,125,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,strong_fit,0.11267509276090326,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,126,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,stretch_fit,0.19205457716468216,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,127,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,typical_fit,0.03768200143859467,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | upper_level_typical
train,128,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,strong_fit,0.16263358678065265,shared_foundation,mixed_signal | shared_foundation
train,129,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,strong_fit,0.04232025977730226,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,130,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,strong_fit,0.15790467658062537,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,131,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,typical_fit,0.04155701613082301,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,132,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,stretch_fit,0.2617874180395482,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,133,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,stretch_fit,0.23386947923347426,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,134,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,stretch_fit,0.051787830182596,same_path_adjacent,high_level_profile | mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,135,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.35322344837601605,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,136,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,strong_fit,0.0438022223689248,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,137,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,stretch_fit,0.1525417042820721,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,138,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,stretch_fit,0.07531328661764669,cross_path_neighbor,cross_path_neighbor | high_level_profile | mixed_signal | strategic_profile | stretch_fit
train,139,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,stretch_fit,0.19666072442699434,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,140,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.2341714934545848,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,141,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.17504659716574422,shared_foundation,mixed_signal | shared_foundation
train,142,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.24382887377004062,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,143,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,typical_fit,0.03207429004396044,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,144,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,strong_fit,0.11631218908684605,shared_foundation,mixed_signal | shared_foundation
train,145,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,strong_fit,0.030803735174094467,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,146,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,strong_fit,0.14566273162573284,same_family_neighbor,mixed_signal | same_family_neighbor
train,147,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,typical_fit,0.04370694561153211,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,148,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,strong_fit,0.15722528969716743,same_family_neighbor,mixed_signal | same_family_neighbor
train,149,3,senior_bi_analyst,Senior BI Analyst,4,mid,business_intelligence,False,typical_fit,0.21668334301121217,shared_foundation,mixed_signal | shared_foundation
train,150,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,typical_fit,0.04364802228032102,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | upper_level_typical
train,151,3,senior_bi_analyst,Senior BI Analyst,4,mid,business_intelligence,False,typical_fit,0.14625768044914605,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,152,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,typical_fit,0.16705782188322899,same_path_adjacent,mixed_signal | same_path_adjacent
train,153,29,director_of_research,Director of Research,6,high,applied_research,False,strong_fit,0.03033780900388966,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,154,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.29189321217161057,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,155,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.21832000773883484,shared_foundation,mixed_signal | shared_foundation
train,156,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,strong_fit,0.04367692280538656,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,157,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,stretch_fit,0.16051747005519307,shared_foundation,mixed_signal | shared_foundation | stretch_fit
